AREA,BA,BA_DIV_BB,BB,BF_ID,BF_TYPE,BLANK_TYPE,BM,BREADTH,BREADTH_DIV_LENGTH,BUTT_TYPE,BUTT_WORKING,CIRCUMFERENCE,COMPLETENESS,CONDITION,CONTEXT_LEVEL,CONTINENT,CORTEX_BACK,CORTEX_FRONT,CORTEX_TYPE,COUNTRY,DATE_FOUND,DEGREE_PATINATION,EDGE_PROFILE,EDGE_VIEW_AREA,EDGE_VIEW_CIRCUMFERENCE,EDGE_VIEW_L1,EDGE_VIEW_SYMMETRY,EDGE_VIEW_THICKNESS_L1,FINDER,FINDERS_NO,FRONTAL_SYMMETRY,L1,L1_BREADTH,L1_DIV_LENGTH,LENGTH,MUSEUM_ACCESSION_DATE,MUSEUM_ACCESSION_NO,MUSEUM_HOLDER,NOTES,PERCENTAGE_WORKED,RAW_MATERIAL_HARDNESS,RAW_MATERIAL_TEXTURE,RAW_MATERIAL_TYPE,SITENAME,SITE_SUBDIV,TA,TB,THICKNESS,THICKNESS_DIV_BREADTH,TM,WEIGHT
2779.5,23.5,0.48,48.1,2413,HANDAXE,UNCLEAR,46.6,54.8,0.71,NON-CORTICAL,COMPLETELY WORKED,183.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1050.9,141.9,40.6,0.0,19.6,,UNCLEAR,0.02,26.2,54.3,0.34,76.7,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,14.0,16.2,19.6,0.35,18.8,78
2576.2,29.6,0.65,45.0,2414,HANDAXE,UNCLEAR,46.9,51.3,0.72,NON-CORTICAL,COMPLETELY WORKED,168.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,920.9,135.5,25.7,0.02,21.0,,UNCLEAR,0.0,21.7,51.2,0.3,70.55,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,11.0,16.0,21.1,0.41,18.1,73
1844.3,17.9,0.54,32.8,2415,HANDAXE,FLAKE,33.3,36.7,0.51,NON-CORTICAL,PARTIALLY WORKED,163.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,971.8,143.3,23.1,0.01,18.5,,UNCLEAR,0.01,23.3,36.7,0.32,71.05,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL CRUDE HANDAXE,86,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,11.2,16.3,18.5,0.5,17.1,49
2154.3,27.6,0.65,41.9,2416,HANDAXE,UNCLEAR,46.3,48.9,0.79,NON-CORTICAL,COMPLETELY WORKED,152.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,687.0,114.7,35.8,0.01,16.4,,UNCLEAR,0.01,19.8,48.7,0.32,61.37,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,11.0,11.9,17.9,0.36,16.3,54
2214.4,24.2,0.62,39.0,2417,HANDAXE,UNCLEAR,43.2,45.1,0.66,NON-CORTICAL,COMPLETELY WORKED,164.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,611.6,165.0,24.1,0.33,13.3,,UNCLEAR,0.01,24.3,44.9,0.35,68.04,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,9.1,10.2,13.6,0.3,10.2,43
1853.7,20.9,0.51,40.8,2418,HANDAXE,UNCLEAR,38.5,42.7,0.68,NON-CORTICAL,COMPLETELY WORKED,150.0,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,953.4,123.9,25.7,0.01,22.4,,UNCLEAR,0.01,21.9,42.4,0.35,62.02,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,14.5,16.5,22.5,0.52,21.9,53
1842.2,25.8,0.77,33.2,2419,HANDAXE,UNCLEAR,40.0,41.3,0.67,NON-CORTICAL,COMPLETELY WORKED,144.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,783.5,120.0,29.6,0.04,20.7,,UNCLEAR,0.01,23.4,41.2,0.38,60.84,,36/35/9,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,KIMBERLEY TOWNLANDS,UNCLEAR,11.7,11.9,20.7,0.5,20.6,48
10509.4,38.7,0.44,86.3,2420,HANDAXE,FLAKE,90.3,96.6,0.6,NON-CORTICAL,COMPLETELY WORKED,357.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,PATINATED,LINEAR,3123.2,324.1,71.3,0.04,24.6,,UNCLEAR,0.01,62.9,96.2,0.39,160.81,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,WELL SHAPED POINTED HANDAXE,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,18.4,22.3,26.7,0.27,23.6,385
7065.1,42.2,0.73,57.8,2421,CLEAVER,FLAKE,65.3,69.1,0.5,NON-CORTICAL,COMPLETELY WORKED,316.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,4254.6,273.9,67.2,0.01,45.9,,UNCLEAR,0.01,56.4,68.1,0.4,137.63,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,CRUDE IRREGULAR CLEAVER WITH SMALL INTERSECTION BIT,100,TOUGH,MEDIUM,ANDESITE,SAMARIA ROAD,UNCLEAR,29.6,34.3,49.6,0.71,45.3,453
5756.2,56.8,1.15,49.1,2422,CLEAVER,FLAKE,67.1,68.9,0.62,NON-CORTICAL,COMPLETELY WORKED,257.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,2386.9,212.6,47.9,0.01,35.1,,UNCLEAR,0.01,57.7,67.3,0.52,109.91,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL CLEAVER WITH CONVEX INTERSECTION BIT,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,15.1,27.0,35.3,0.51,34.0,231
5380.2,39.4,0.61,63.7,2423,HANDAXE,FLAKE,66.2,70.8,0.67,NON-CORTICAL,COMPLETELY WORKED,250.2,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,10,NATURAL SURFACE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,1929.1,200.5,41.6,0.02,28.8,,UNCLEAR,0.01,30.8,69.8,0.29,105.36,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,15.8,20.3,29.0,0.4,27.8,203
4232.1,38.4,0.87,44.1,2424,HANDAXE,FLAKE,53.7,55.1,0.55,NON-CORTICAL,PARTIALLY WORKED,230.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1580.4,190.2,58.9,0.04,22.6,,UNCLEAR,0.01,52.0,54.1,0.52,99.34,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,88,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,15.9,17.9,23.1,0.41,20.0,135
3931.0,40.3,1.0,40.3,2425,HANDAXE/CLEAVER,UNCLEAR,49.9,50.6,0.51,NON-CORTICAL,COMPLETELY WORKED,224.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,2128.6,196.2,48.4,0.02,30.6,,UNCLEAR,0.01,42.8,50.4,0.43,97.6,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL HANDAXE WITH CONVEX TIP FORMED BY INTERSECTION AND WORKING; MAY BE SMALL CLEAVER,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,21.8,23.2,30.9,0.61,30.4,155
3248.6,20.2,0.42,47.9,2426,HANDAXE,UNCLEAR,44.2,50.1,0.53,NON-CORTICAL,COMPLETELY WORKED,210.6,COMPLETE,ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,1476.8,194.7,35.6,0.01,22.4,,UNCLEAR,0.0,28.5,49.9,0.3,94.5,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL WELL SHAPED POINTED HANDAXE,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,10.8,18.9,22.4,0.44,19.7,91
3769.8,33.3,0.74,44.6,2427,HANDAXE,UNCLEAR,58.6,61.8,0.69,NON-CORTICAL,PARTIALLY WORKED,208.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1592.3,170.9,40.2,0.03,27.8,,UNCLEAR,0.02,35.8,61.8,0.4,88.8,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,96,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,17.3,20.2,30.2,0.48,27.5,143
3350.9,29.3,0.63,46.4,2428,HANDAXE,UNCLEAR,46.7,53.1,0.59,NON-CORTICAL,PARTIALLY WORKED,208.2,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1563.2,173.7,27.2,0.01,26.7,,UNCLEAR,0.04,29.2,52.9,0.32,89.85,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,84,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,12.6,23.2,27.8,0.52,24.6,124
2940.0,29.8,0.64,46.3,2429,HANDAXE,UNCLEAR,50.9,53.6,0.71,NON-CORTICAL,PARTIALLY WORKED,182.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1216.3,153.8,33.4,0.03,22.4,,UNCLEAR,0.01,29.3,53.6,0.39,74.58,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,83,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,12.8,18.3,22.6,0.42,21.9,89
2514.3,23.8,0.53,44.6,2430,HANDAXE,UNCLEAR,46.8,49.6,0.69,NON-CORTICAL,COMPLETELY WORKED,169.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,835.6,137.4,39.7,0.0,16.0,,UNCLEAR,0.0,23.3,49.5,0.32,71.7,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL WELL SHAPED HANDAXE,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,11.2,13.6,16.3,0.32,15.4,57
2450.1,26.2,0.53,49.4,2431,HANDAXE,FLAKE,47.7,52.4,0.8,NON-CORTICAL,PARTIALLY WORKED,167.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,717.3,121.0,19.2,0.01,17.3,,UNCLEAR,0.02,19.3,52.3,0.29,65.36,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL CRUDE HANDAXE,69,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,8.6,15.6,17.3,0.33,15.0,57
2213.5,26.6,0.76,34.6,2432,HANDAXE,UNCLEAR,42.5,43.9,0.62,NON-CORTICAL,COMPLETELY WORKED,158.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1003.1,131.0,23.0,0.01,22.0,,UNCLEAR,0.01,33.2,42.8,0.47,70.22,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,13.7,18.0,22.3,0.5,19.5,58
1894.0,27.6,0.94,29.2,2433,HANDAXE,UNCLEAR,38.9,40.2,0.62,NON-CORTICAL,PARTIALLY WORKED,148.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1003.1,131.7,30.1,0.01,20.6,,UNCLEAR,0.0,34.0,39.9,0.53,64.11,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL IRREGULAR HANDAXE,88,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,15.8,16.7,21.9,0.54,20.0,55
6866.4,52.3,0.89,58.2,2434,HANDAXE,FLAKE,70.5,72.8,0.57,PARTIALLY CORTICAL,PARTIALLY WORKED,282.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,10,NATURAL SURFACE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,3918.9,250.5,58.6,0.08,47.7,,UNCLEAR,0.01,57.5,71.1,0.45,125.58,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,THICK CRUDE HANDAXE,68,TOUGH,FINE,ANDESITE,SAMARIA ROAD,UNCLEAR,23.7,37.3,48.4,0.66,47.1,403
5567.1,35.2,0.54,64.2,2435,HANDAXE,UNCLEAR,62.9,69.3,0.62,NON-CORTICAL,PARTIALLY WORKED,267.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,2976.1,228.8,46.5,0.01,36.7,,UNCLEAR,0.01,32.4,68.6,0.29,110.92,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,79,TOUGH,FINE,ANDESITE,SAMARIA ROAD,UNCLEAR,24.2,30.3,37.1,0.53,36.0,279
4692.8,38.0,0.84,45.1,2436,CLEAVER,FLAKE,55.1,56.1,0.49,NON-CORTICAL,UNWORKED,246.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1877.8,212.3,69.1,0.01,24.8,,UNCLEAR,0.01,45.1,56.1,0.39,113.16,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,CRUDE CLEAVER WITH SMALL INTERSECTION BIT; IRREGULAR ANGULAR BUTT,67,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,20.6,17.5,24.8,0.44,21.2,152
3633.8,40.3,0.94,42.8,2437,HANDAXE,UNCLEAR,49.6,50.7,0.55,NON-CORTICAL,COMPLETELY WORKED,209.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1570.9,189.0,61.5,0.08,22.1,,UNCLEAR,0.01,52.2,50.5,0.56,91.7,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,15.5,17.6,26.0,0.51,20.9,120
3023.2,23.4,0.5,46.6,2438,HANDAXE,UNCLEAR,43.9,52.1,0.6,NON-CORTICAL,COMPLETELY WORKED,197.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,10,NATURAL SURFACE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1267.8,161.6,33.0,0.07,23.9,,UNCLEAR,0.02,24.4,51.8,0.28,86.63,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,SMALL PLANO-CONVEX HANDAXE,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,13.1,17.3,24.6,0.47,23.3,95
2317.6,34.2,1.01,33.8,2439,HANDAXE,UNCLEAR,44.5,45.7,0.67,NON-CORTICAL,COMPLETELY WORKED,162.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,869.3,130.6,29.7,0.01,18.4,,UNCLEAR,0.01,30.4,45.0,0.45,67.26,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,83,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,12.2,14.6,19.5,0.42,17.8,55
1853.3,23.2,0.79,29.2,2440,HANDAXE,UNCLEAR,39.3,41.1,0.62,NON-CORTICAL,COMPLETELY WORKED,150.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,806.5,127.6,30.0,0.02,19.2,,UNCLEAR,0.01,28.1,41.0,0.42,65.95,,6768,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,SAMARIA ROAD,UNCLEAR,9.1,13.5,19.8,0.48,19.1,41
10529.9,56.0,0.82,67.8,2441,HANDAXE,FLAKE,82.9,85.2,0.5,NON-CORTICAL,PARTIALLY WORKED,368.4,COMPLETE,ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,3749.9,331.5,81.2,0.02,34.7,,UNCLEAR,0.0,76.0,85.2,0.44,169.16,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,PREDOMINANTLY UNIFACIALLY WORKED; RECENT NOTCH ON UPPER LEFT HAND CORNER,91,TOUGH,FINE,ANDESITE,DE BEERS FLOORS,UNCLEAR,18.8,22.1,35.1,0.41,34.5,524
7336.1,55.4,0.96,57.7,2442,CLEAVER,FLAKE,71.6,75.1,0.57,NON-CORTICAL,PARTIALLY WORKED,294.9,COMPLETE,FRESH,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,2822.4,267.3,35.8,0.02,29.8,,UNCLEAR,0.0,72.8,74.1,0.55,130.29,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,ROUGH QUARTZITE CLEAVER WITH INTERSECTION BIT WITH HEAVY LATERAL EDGE DAMAGE ALONG BIT AND UPPER RIGHT HAND EDGE,91,TOUGH,FINE,QUARTZITE,DE BEERS FLOORS,UNCLEAR,16.5,27.7,30.4,0.4,26.0,332
6682.0,66.6,1.5,44.4,2443,CLEAVER,FLAKE,66.9,69.9,0.57,NON-CORTICAL,PARTIALLY WORKED,292.8,COMPLETE,ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,3240.3,245.2,33.9,0.06,38.9,,UNCLEAR,0.02,73.8,69.0,0.6,122.63,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,HEAVILY ERODED CLEAVER WITH INTERSECTION BIT,81,TOUGH,FINE,ANDESITE,DE BEERS FLOORS,UNCLEAR,21.6,33.9,38.9,0.55,34.8,376
6174.4,34.1,0.51,66.6,2444,HANDAXE,UNCLEAR,66.9,74.0,0.62,NON-CORTICAL,COMPLETELY WORKED,275.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,1777.3,233.6,42.0,0.02,21.7,,UNCLEAR,0.0,40.6,74.0,0.34,118.5,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,WELL SHAPED VERY THIN POINTED HANDAXE,100,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,11.2,18.8,22.3,0.3,19.7,192
7146.9,55.3,0.77,71.1,2445,HANDAXE,UNCLEAR,78.6,81.1,0.71,NON-CORTICAL,COMPLETELY WORKED,291.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,3170.0,227.6,53.7,0.02,40.1,,UNCLEAR,0.02,38.1,80.1,0.33,113.11,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,ROUGH HANDAXE WITH SQUARED TIP,100,TOUGH,FINE,ANDESITE,DE BEERS FLOORS,UNCLEAR,30.1,29.0,40.5,0.49,39.9,376
4329.8,29.2,0.53,54.9,2446,HANDAXE,UNCLEAR,54.1,58.9,0.57,NON-CORTICAL,COMPLETELY WORKED,235.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1878.9,193.7,53.9,0.05,26.6,,UNCLEAR,0.01,32.8,57.9,0.31,103.31,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,20.0,18.5,27.2,0.46,26.1,155
4975.1,40.6,0.75,53.9,2447,HANDAXE,UNCLEAR,59.9,62.2,0.59,NON-CORTICAL,COMPLETELY WORKED,246.0,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,2170.0,203.7,56.8,0.09,30.4,,UNCLEAR,0.01,42.5,61.8,0.4,104.17,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,PLANO-CONVEX,100,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,22.3,19.4,30.8,0.49,29.8,208
3713.8,36.8,0.87,41.9,2448,HANDAXE,UNCLEAR,54.7,57.8,0.63,NON-CORTICAL,PARTIALLY WORKED,206.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1318.1,174.3,43.8,0.02,21.3,,UNCLEAR,0.11,36.5,57.6,0.4,90.68,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,91,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,15.5,16.4,21.4,0.37,21.3,112
3060.8,26.0,0.65,39.4,2449,HANDAXE,UNCLEAR,45.8,49.7,0.54,NON-CORTICAL,PARTIALLY WORKED,193.5,COMPLETE,ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,1318.1,174.0,35.5,0.02,22.6,,UNCLEAR,0.01,34.4,49.1,0.37,91.72,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,82,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,11.5,17.9,22.7,0.45,20.9,96
3041.3,26.6,0.61,43.4,2450,HANDAXE,UNCLEAR,46.6,49.1,0.57,NON-CORTICAL,COMPLETELY WORKED,194.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,1206.4,162.7,31.2,0.02,20.3,,UNCLEAR,0.01,36.9,48.9,0.42,85.84,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,ANDESITE,DE BEERS FLOORS,UNCLEAR,13.0,16.4,20.6,0.41,19.5,89
3061.4,32.4,0.73,44.0,2451,HANDAXE,UNCLEAR,49.5,50.0,0.62,NON-CORTICAL,COMPLETELY WORKED,188.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1334.4,159.4,29.1,0.03,22.9,,UNCLEAR,0.01,32.6,49.9,0.4,80.47,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,ANDESITE,DE BEERS FLOORS,UNCLEAR,16.1,17.7,24.5,0.49,22.5,94
2736.9,33.2,1.05,31.5,2452,HANDAXE,UNCLEAR,44.5,45.1,0.54,NON-CORTICAL,COMPLETELY WORKED,189.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1377.5,172.4,40.4,0.1,20.8,,UNCLEAR,0.04,42.1,44.7,0.5,82.83,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,16.0,17.0,21.2,0.47,20.6,83
2774.6,28.4,0.62,45.8,2453,HANDAXE,UNCLEAR,48.4,50.3,0.66,NON-CORTICAL,COMPLETELY WORKED,177.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,1261.3,152.6,33.2,0.01,23.4,,UNCLEAR,0.01,21.8,49.4,0.28,76.12,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,12.5,20.0,23.5,0.46,23.3,92
2502.8,33.2,0.78,42.5,2454,HANDAXE,UNCLEAR,50.8,51.7,0.78,NON-CORTICAL,PARTIALLY WORKED,162.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,LINEAR,904.5,131.6,25.7,0.01,21.8,,UNCLEAR,0.01,32.3,50.9,0.48,66.21,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,89,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,9.7,14.7,21.8,0.42,20.1,68
1983.5,30.9,0.87,35.3,2455,HANDAXE,UNCLEAR,44.5,45.9,0.77,NON-CORTICAL,COMPLETELY WORKED,145.4,COMPLETE,ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,829.7,116.9,28.7,0.01,21.5,,UNCLEAR,0.0,25.6,45.9,0.43,58.88,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,,100,TOUGH,FINE,ANDESITE,DE BEERS FLOORS,UNCLEAR,14.8,12.3,21.6,0.47,21.4,53
9779.1,51.8,0.63,81.7,2456,HANDAXE,FLAKE,88.7,93.4,0.63,NON-CORTICAL,PARTIALLY WORKED,338.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,AFRICA,0,0,NONE,SOUTH AFRICA,UNCLEAR,STAINED,IRREGULAR,4480.2,311.7,57.9,0.03,39.3,,UNCLEAR,0.04,62.5,93.2,0.42,147.5,,36/35/41,McGREGOR; KIMBERLEY; SOUTH AFRICA,CRUDE HANDAXE,83,TOUGH,FINE,HORNFELS,DE BEERS FLOORS,UNCLEAR,21.3,36.2,41.3,0.44,38.7,548
